2017-03-14 08:21:13,878 [Worker-47] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-util-scan/9.0.0.M13/tomcat-util-scan-9.0.0.M13.jar
2017-03-14 08:21:13,879 [Worker-31] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-catalina/9.0.0.M13/tomcat-catalina-9.0.0.M13.jar
2017-03-14 08:21:13,880 [Worker-43] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-i18n-fr/9.0.0.M13/tomcat-i18n-fr-9.0.0.M13.jar
2017-03-14 08:21:13,881 [Worker-36] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jaspic-api/9.0.0.M13/tomcat-jaspic-api-9.0.0.M13.jar
2017-03-14 08:21:13,883 [Worker-41] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-dbcp/9.0.0.M13/tomcat-dbcp-9.0.0.M13.jar
2017-03-14 08:21:13,883 [Worker-30] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-tribes/9.0.0.M13/tomcat-tribes-9.0.0.M13.jar
2017-03-14 08:21:13,883 [Worker-32] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/eclipse/jdt/core/compiler/ecj/4.6.1/ecj-4.6.1.jar
2017-03-14 08:21:13,888 [Worker-50] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-websocket-api/9.0.0.M13/tomcat-websocket-api-9.0.0.M13.jar
2017-03-14 08:21:13,889 [Worker-25] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-annotations-api/9.0.0.M13/tomcat-annotations-api-9.0.0.M13.jar
2017-03-14 08:21:13,897 [Worker-40] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-coyote/9.0.0.M13/tomcat-coyote-9.0.0.M13.jar
2017-03-14 08:21:14,207 [Worker-46] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jni/9.0.0.M13/tomcat-jni-9.0.0.M13.jar
2017-03-14 08:21:14,214 [Worker-33] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-el-api/9.0.0.M13/tomcat-el-api-9.0.0.M13.jar
2017-03-14 08:21:14,217 [Worker-25] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-annotations-api/9.0.0.M13/tomcat-annotations-api-9.0.0.M13.jar
2017-03-14 08:21:14,298 [Worker-49] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-websocket/9.0.0.M13/tomcat-websocket-9.0.0.M13.jar
2017-03-14 08:21:14,332 [Worker-37] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jsp-api/9.0.0.M13/tomcat-jsp-api-9.0.0.M13.jar
